tick,time,code,action,bus,servicer_id,service_index,request_type,request_id,target_request_id,request_status,request_response,sequence,<values>
928,0.928,B,notify,rudder_controller1_bus,rudder1,27,RequestService,rudder1#11,,SERVICE,
928,0.928,B,service,rudder_controller1_bus,rudder1,27,RequestService,rudder1#11,,SERVICE,,177,_valueCurrent=,-22.199999999999996,valueTarget=,-30.0,_speedCurrent=,0.30000000000000004,speedChange=DECELERATING,_isTerminating=true,isArrived=false
928,0.928,B,notify,rudder_bus1,rudder_controller1,183,RequestService,rudder_controller1#1,,SERVICE,
929,0.929,B,notify,rudder_controller1_bus,rudder1,28,RequestService,rudder1#11,,SERVICE,
929,0.929,B,service,rudder_controller1_bus,rudder1,28,RequestService,rudder1#11,,SERVICE,,178,_valueCurrent=,-22.499999999999996,valueTarget=,-30.0,_speedCurrent=,0.20000000000000004,speedChange=DECELERATING,_isTerminating=true,isArrived=false
929,0.929,B,notify,rudder_bus1,rudder_controller1,184,RequestService,rudder_controller1#1,,SERVICE,
930,0.930,B,notify,rudder_controller1_bus,rudder1,29,RequestService,rudder1#11,,SERVICE,
930,0.930,B,service,rudder_controller1_bus,rudder1,29,RequestService,rudder1#11,,SERVICE,,179,_valueCurrent=,-22.699999999999996,valueTarget=,-30.0,_speedCurrent=,0.10000000000000003,speedChange=DECELERATING,_isTerminating=true,isArrived=false
930,0.930,B,notify,rudder_bus1,rudder_controller1,185,RequestService,rudder_controller1#1,,SERVICE,
931,0.931,B,notify,rudder_controller1_bus,rudder1,30,RequestService,rudder1#11,,SERVICE,
931,0.931,B,service,rudder_controller1_bus,rudder1,30,RequestService,rudder1#11,,SERVICE,,180,_valueCurrent=,-22.799999999999997,valueTarget=,-30.0,_speedCurrent=,0.1,speedChange=NONE,_isTerminating=true,isArrived=true
931,0.931,C,submit,rudder_controller1_bus,rudder1,0,RequestCancel,rudder1#14,rudder1#11,UNBOUND
931,0.931,B,notify,rudder_controller1_bus,rudder1,30,RequestService,rudder1#11,,CANCEL,
931,0.931,D,respond,rudder_controller1_bus,rudder1,0,RequestCancel,rudder1#14,rudder1#11,,ACCEPTED_SERVICING
931,0.931,B,notify,rudder_bus1,rudder_controller1,186,RequestService,rudder_controller1#1,,SERVICE,
932,0.932,B,notify,rudder_controller1_bus,rudder1,1,RequestService,rudder1#13,,SERVICE,
932,0.932,B,service,rudder_controller1_bus,rudder1,1,RequestService,rudder1#13,,SERVICE,,181,_valueCurrent=,-22.699999999999996,valueTarget=,45.0,_speedCurrent=,0.2,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
932,0.932,B,notify,rudder_bus1,rudder_controller1,187,RequestService,rudder_controller1#1,,SERVICE,
933,0.933,B,notify,rudder_controller1_bus,rudder1,2,RequestService,rudder1#13,,SERVICE,
933,0.933,B,service,rudder_controller1_bus,rudder1,2,RequestService,rudder1#13,,SERVICE,,182,_valueCurrent=,-22.499999999999996,valueTarget=,45.0,_speedCurrent=,0.30000000000000004,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
933,0.933,B,notify,rudder_bus1,rudder_controller1,188,RequestService,rudder_controller1#1,,SERVICE,
934,0.934,B,notify,rudder_controller1_bus,rudder1,3,RequestService,rudder1#13,,SERVICE,
934,0.934,B,service,rudder_controller1_bus,rudder1,3,RequestService,rudder1#13,,SERVICE,,183,_valueCurrent=,-22.199999999999996,valueTarget=,45.0,_speedCurrent=,0.4,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
934,0.934,B,notify,rudder_bus1,rudder_controller1,189,RequestService,rudder_controller1#1,,SERVICE,
935,0.935,B,notify,rudder_controller1_bus,rudder1,4,RequestService,rudder1#13,,SERVICE,
935,0.935,B,service,rudder_controller1_bus,rudder1,4,RequestService,rudder1#13,,SERVICE,,184,_valueCurrent=,-21.799999999999997,valueTarget=,45.0,_speedCurrent=,0.5,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
935,0.935,B,notify,rudder_bus1,rudder_controller1,190,RequestService,rudder_controller1#1,,SERVICE,
936,0.936,B,notify,rudder_controller1_bus,rudder1,5,RequestService,rudder1#13,,SERVICE,
936,0.936,B,service,rudder_controller1_bus,rudder1,5,RequestService,rudder1#13,,SERVICE,,185,_valueCurrent=,-21.299999999999997,valueTarget=,45.0,_speedCurrent=,0.6,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
936,0.936,B,notify,rudder_bus1,rudder_controller1,191,RequestService,rudder_controller1#1,,SERVICE,
937,0.937,B,notify,rudder_controller1_bus,rudder1,6,RequestService,rudder1#13,,SERVICE,
937,0.937,B,service,rudder_controller1_bus,rudder1,6,RequestService,rudder1#13,,SERVICE,,186,_valueCurrent=,-20.699999999999996,valueTarget=,45.0,_speedCurrent=,0.7,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
937,0.937,B,notify,rudder_bus1,rudder_controller1,192,RequestService,rudder_controller1#1,,SERVICE,
938,0.938,B,notify,rudder_controller1_bus,rudder1,7,RequestService,rudder1#13,,SERVICE,
938,0.938,B,service,rudder_controller1_bus,rudder1,7,RequestService,rudder1#13,,SERVICE,,187,_valueCurrent=,-19.999999999999996,valueTarget=,45.0,_speedCurrent=,0.7999999999999999,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
938,0.938,B,notify,rudder_bus1,rudder_controller1,193,RequestService,rudder_controller1#1,,SERVICE,
939,0.939,B,notify,rudder_controller1_bus,rudder1,8,RequestService,rudder1#13,,SERVICE,
939,0.939,B,service,rudder_controller1_bus,rudder1,8,RequestService,rudder1#13,,SERVICE,,188,_valueCurrent=,-19.199999999999996,valueTarget=,45.0,_speedCurrent=,0.8999999999999999,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
939,0.939,B,notify,rudder_bus1,rudder_controller1,194,RequestService,rudder_controller1#1,,SERVICE,
940,0.940,B,notify,rudder_controller1_bus,rudder1,9,RequestService,rudder1#13,,SERVICE,
940,0.940,B,service,rudder_controller1_bus,rudder1,9,RequestService,rudder1#13,,SERVICE,,189,_valueCurrent=,-18.299999999999997,valueTarget=,45.0,_speedCurrent=,0.9999999999999999,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
940,0.940,B,notify,rudder_bus1,rudder_controller1,195,RequestService,rudder_controller1#1,,SERVICE,
941,0.941,B,notify,rudder_controller1_bus,rudder1,10,RequestService,rudder1#13,,SERVICE,
941,0.941,B,service,rudder_controller1_bus,rudder1,10,RequestService,rudder1#13,,SERVICE,,190,_valueCurrent=,-17.299999999999997,valueTarget=,45.0,_speedCurrent=,1.0999999999999999,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
941,0.941,B,notify,rudder_bus1,rudder_controller1,196,RequestService,rudder_controller1#1,,SERVICE,
942,0.942,B,notify,rudder_controller1_bus,rudder1,11,RequestService,rudder1#13,,SERVICE,
942,0.942,B,service,rudder_controller1_bus,rudder1,11,RequestService,rudder1#13,,SERVICE,,191,_valueCurrent=,-16.199999999999996,valueTarget=,45.0,_speedCurrent=,1.2,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
942,0.942,B,notify,rudder_bus1,rudder_controller1,197,RequestService,rudder_controller1#1,,SERVICE,
943,0.943,B,notify,rudder_controller1_bus,rudder1,12,RequestService,rudder1#13,,SERVICE,
943,0.943,B,service,rudder_controller1_bus,rudder1,12,RequestService,rudder1#13,,SERVICE,,192,_valueCurrent=,-14.999999999999996,valueTarget=,45.0,_speedCurrent=,1.3,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
943,0.943,B,notify,rudder_bus1,rudder_controller1,198,RequestService,rudder_controller1#1,,SERVICE,
944,0.944,B,notify,rudder_controller1_bus,rudder1,13,RequestService,rudder1#13,,SERVICE,
944,0.944,B,service,rudder_controller1_bus,rudder1,13,RequestService,rudder1#13,,SERVICE,,193,_valueCurrent=,-13.699999999999996,valueTarget=,45.0,_speedCurrent=,1.4000000000000001,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
944,0.944,B,notify,rudder_bus1,rudder_controller1,199,RequestService,rudder_controller1#1,,SERVICE,
945,0.945,B,notify,rudder_controller1_bus,rudder1,14,RequestService,rudder1#13,,SERVICE,
945,0.945,B,service,rudder_controller1_bus,rudder1,14,RequestService,rudder1#13,,SERVICE,,194,_valueCurrent=,-12.299999999999995,valueTarget=,45.0,_speedCurrent=,1.5000000000000002,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
945,0.945,B,notify,rudder_bus1,rudder_controller1,200,RequestService,rudder_controller1#1,,SERVICE,
946,0.946,B,notify,rudder_controller1_bus,rudder1,15,RequestService,rudder1#13,,SERVICE,
946,0.946,B,service,rudder_controller1_bus,rudder1,15,RequestService,rudder1#13,,SERVICE,,195,_valueCurrent=,-10.799999999999995,valueTarget=,45.0,_speedCurrent=,1.6000000000000003,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
946,0.946,B,notify,rudder_bus1,rudder_controller1,201,RequestService,rudder_controller1#1,,SERVICE,
947,0.947,B,notify,rudder_controller1_bus,rudder1,16,RequestService,rudder1#13,,SERVICE,
947,0.947,B,service,rudder_controller1_bus,rudder1,16,RequestService,rudder1#13,,SERVICE,,196,_valueCurrent=,-9.199999999999996,valueTarget=,45.0,_speedCurrent=,1.7000000000000004,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
947,0.947,B,notify,rudder_bus1,rudder_controller1,202,RequestService,rudder_controller1#1,,SERVICE,
948,0.948,B,notify,rudder_controller1_bus,rudder1,17,RequestService,rudder1#13,,SERVICE,
948,0.948,B,service,rudder_controller1_bus,rudder1,17,RequestService,rudder1#13,,SERVICE,,197,_valueCurrent=,-7.499999999999996,valueTarget=,45.0,_speedCurrent=,1.8000000000000005,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
948,0.948,B,notify,rudder_bus1,rudder_controller1,203,RequestService,rudder_controller1#1,,SERVICE,
949,0.949,B,notify,rudder_controller1_bus,rudder1,18,RequestService,rudder1#13,,SERVICE,
949,0.949,B,service,rudder_controller1_bus,rudder1,18,RequestService,rudder1#13,,SERVICE,,198,_valueCurrent=,-5.699999999999995,valueTarget=,45.0,_speedCurrent=,1.8000000000000005,speedChange=NONE,_isTerminating=false,isArrived=false
949,0.949,B,notify,rudder_bus1,rudder_controller1,204,RequestService,rudder_controller1#1,,SERVICE,
950,0.950,B,notify,rudder_controller1_bus,rudder1,19,RequestService,rudder1#13,,SERVICE,
950,0.950,B,service,rudder_controller1_bus,rudder1,19,RequestService,rudder1#13,,SERVICE,,199,_valueCurrent=,-3.899999999999994,valueTarget=,45.0,_speedCurrent=,1.8000000000000005,speedChange=NONE,_isTerminating=false,isArrived=false
950,0.950,B,notify,rudder_bus1,rudder_controller1,205,RequestService,rudder_controller1#1,,SERVICE,
951,0.951,B,notify,rudder_controller1_bus,rudder1,20,RequestService,rudder1#13,,SERVICE,
951,0.951,B,service,rudder_controller1_bus,rudder1,20,RequestService,rudder1#13,,SERVICE,,200,_valueCurrent=,-2.0999999999999934,valueTarget=,45.0,_speedCurrent=,1.8000000000000005,speedChange=NONE,_isTerminating=false,isArrived=false
951,0.951,B,notify,rudder_bus1,rudder_controller1,206,RequestService,rudder_controller1#1,,SERVICE,
952,0.952,B,notify,rudder_controller1_bus,rudder1,21,RequestService,rudder1#13,,SERVICE,
952,0.952,B,service,rudder_controller1_bus,rudder1,21,RequestService,rudder1#13,,SERVICE,,201,_valueCurrent=,-0.29999999999999294,valueTarget=,45.0,_speedCurrent=,1.8000000000000005,speedChange=NONE,_isTerminating=false,isArrived=false
952,0.952,B,notify,rudder_bus1,rudder_controller1,207,RequestService,rudder_controller1#1,,SERVICE,
953,0.953,B,notify,rudder_controller1_bus,rudder1,22,RequestService,rudder1#13,,SERVICE,
953,0.953,B,service,rudder_controller1_bus,rudder1,22,RequestService,rudder1#13,,SERVICE,,202,_valueCurrent=,1.5000000000000075,valueTarget=,45.0,_speedCurrent=,1.8000000000000005,speedChange=NONE,_isTerminating=false,isArrived=false
953,0.953,B,notify,rudder_bus1,rudder_controller1,208,RequestService,rudder_controller1#1,,SERVICE,
954,0.954,B,notify,rudder_controller1_bus,rudder1,23,RequestService,rudder1#13,,SERVICE,
954,0.954,B,service,rudder_controller1_bus,rudder1,23,RequestService,rudder1#13,,SERVICE,,203,_valueCurrent=,3.300000000000008,valueTarget=,45.0,_speedCurrent=,1.8000000000000005,speedChange=NONE,_isTerminating=false,isArrived=false
954,0.954,B,notify,rudder_bus1,rudder_controller1,209,RequestService,rudder_controller1#1,,SERVICE,
955,0.955,B,notify,rudder_controller1_bus,rudder1,24,RequestService,rudder1#13,,SERVICE,
955,0.955,B,service,rudder_controller1_bus,rudder1,24,RequestService,rudder1#13,,SERVICE,,204,_valueCurrent=,5.1000000000000085,valueTarget=,45.0,_speedCurrent=,1.8000000000000005,speedChange=NONE,_isTerminating=false,isArrived=false
955,0.955,B,notify,rudder_bus1,rudder_controller1,210,RequestService,rudder_controller1#1,,SERVICE,
956,0.956,B,notify,rudder_controller1_bus,rudder1,25,RequestService,rudder1#13,,SERVICE,
956,0.956,B,service,rudder_controller1_bus,rudder1,25,RequestService,rudder1#13,,SERVICE,,205,_valueCurrent=,6.900000000000009,valueTarget=,45.0,_speedCurrent=,1.8000000000000005,speedChange=NONE,_isTerminating=false,isArrived=false
956,0.956,B,notify,rudder_bus1,rudder_controller1,211,RequestService,rudder_controller1#1,,SERVICE,
957,0.957,B,notify,rudder_controller1_bus,rudder1,26,RequestService,rudder1#13,,SERVICE,
957,0.957,B,service,rudder_controller1_bus,rudder1,26,RequestService,rudder1#13,,SERVICE,,206,_valueCurrent=,8.70000000000001,valueTarget=,45.0,_speedCurrent=,1.8000000000000005,speedChange=NONE,_isTerminating=false,isArrived=false
957,0.957,B,notify,rudder_bus1,rudder_controller1,212,RequestService,rudder_controller1#1,,SERVICE,
958,0.958,B,notify,rudder_controller1_bus,rudder1,27,RequestService,rudder1#13,,SERVICE,
958,0.958,B,service,rudder_controller1_bus,rudder1,27,RequestService,rudder1#13,,SERVICE,,207,_valueCurrent=,10.50000000000001,valueTarget=,45.0,_speedCurrent=,1.8000000000000005,speedChange=NONE,_isTerminating=false,isArrived=false
958,0.958,B,notify,rudder_bus1,rudder_controller1,213,RequestService,rudder_controller1#1,,SERVICE,
959,0.959,B,notify,rudder_controller1_bus,rudder1,28,RequestService,rudder1#13,,SERVICE,
959,0.959,B,service,rudder_controller1_bus,rudder1,28,RequestService,rudder1#13,,SERVICE,,208,_valueCurrent=,12.300000000000011,valueTarget=,45.0,_speedCurrent=,1.8000000000000005,speedChange=NONE,_isTerminating=false,isArrived=false
959,0.959,B,notify,rudder_bus1,rudder_controller1,214,RequestService,rudder_controller1#1,,SERVICE,
960,0.960,B,notify,rudder_controller1_bus,rudder1,29,RequestService,rudder1#13,,SERVICE,
960,0.960,B,service,rudder_controller1_bus,rudder1,29,RequestService,rudder1#13,,SERVICE,,209,_valueCurrent=,14.100000000000012,valueTarget=,45.0,_speedCurrent=,1.8000000000000005,speedChange=NONE,_isTerminating=false,isArrived=false
960,0.960,B,notify,rudder_bus1,rudder_controller1,215,RequestService,rudder_controller1#1,,SERVICE,
961,0.961,B,notify,rudder_controller1_bus,rudder1,30,RequestService,rudder1#13,,SERVICE,
961,0.961,B,service,rudder_controller1_bus,rudder1,30,RequestService,rudder1#13,,SERVICE,,210,_valueCurrent=,15.900000000000013,valueTarget=,45.0,_speedCurrent=,1.8000000000000005,speedChange=NONE,_isTerminating=false,isArrived=false
961,0.961,B,notify,rudder_bus1,rudder_controller1,216,RequestService,rudder_controller1#1,,SERVICE,
962,0.962,B,notify,rudder_controller1_bus,rudder1,31,RequestService,rudder1#13,,SERVICE,
962,0.962,B,service,rudder_controller1_bus,rudder1,31,RequestService,rudder1#13,,SERVICE,,211,_valueCurrent=,17.700000000000014,valueTarget=,45.0,_speedCurrent=,1.8000000000000005,speedChange=NONE,_isTerminating=false,isArrived=false
962,0.962,B,notify,rudder_bus1,rudder_controller1,217,RequestService,rudder_controller1#1,,SERVICE,
963,0.963,B,notify,rudder_controller1_bus,rudder1,32,RequestService,rudder1#13,,SERVICE,
963,0.963,B,service,rudder_controller1_bus,rudder1,32,RequestService,rudder1#13,,SERVICE,,212,_valueCurrent=,19.500000000000014,valueTarget=,45.0,_speedCurrent=,1.8000000000000005,speedChange=NONE,_isTerminating=false,isArrived=false
963,0.963,B,notify,rudder_bus1,rudder_controller1,218,RequestService,rudder_controller1#1,,SERVICE,
964,0.964,B,notify,rudder_controller1_bus,rudder1,33,RequestService,rudder1#13,,SERVICE,
964,0.964,B,service,rudder_controller1_bus,rudder1,33,RequestService,rudder1#13,,SERVICE,,213,_valueCurrent=,21.300000000000015,valueTarget=,45.0,_speedCurrent=,1.8000000000000005,speedChange=NONE,_isTerminating=false,isArrived=false
964,0.964,B,notify,rudder_bus1,rudder_controller1,219,RequestService,rudder_controller1#1,,SERVICE,
965,0.965,B,notify,rudder_controller1_bus,rudder1,34,RequestService,rudder1#13,,SERVICE,
965,0.965,B,service,rudder_controller1_bus,rudder1,34,RequestService,rudder1#13,,SERVICE,,214,_valueCurrent=,23.100000000000016,valueTarget=,45.0,_speedCurrent=,1.8000000000000005,speedChange=NONE,_isTerminating=false,isArrived=false
965,0.965,B,notify,rudder_bus1,rudder_controller1,220,RequestService,rudder_controller1#1,,SERVICE,
966,0.966,B,notify,rudder_controller1_bus,rudder1,35,RequestService,rudder1#13,,SERVICE,
966,0.966,B,service,rudder_controller1_bus,rudder1,35,RequestService,rudder1#13,,SERVICE,,215,_valueCurrent=,24.900000000000016,valueTarget=,45.0,_speedCurrent=,1.8000000000000005,speedChange=NONE,_isTerminating=false,isArrived=false
966,0.966,B,notify,rudder_bus1,rudder_controller1,221,RequestService,rudder_controller1#1,,SERVICE,
967,0.967,B,notify,rudder_controller1_bus,rudder1,36,RequestService,rudder1#13,,SERVICE,
967,0.967,B,service,rudder_controller1_bus,rudder1,36,RequestService,rudder1#13,,SERVICE,,216,_valueCurrent=,26.700000000000017,valueTarget=,45.0,_speedCurrent=,1.8000000000000005,speedChange=NONE,_isTerminating=false,isArrived=false
967,0.967,B,notify,rudder_bus1,rudder_controller1,222,RequestService,rudder_controller1#1,,SERVICE,
968,0.968,B,notify,rudder_controller1_bus,rudder1,37,RequestService,rudder1#13,,SERVICE,
968,0.968,B,service,rudder_controller1_bus,rudder1,37,RequestService,rudder1#13,,SERVICE,,217,_valueCurrent=,28.500000000000018,valueTarget=,45.0,_speedCurrent=,1.7000000000000004,speedChange=DECELERATING,_isTerminating=false,isArrived=false
968,0.968,B,notify,rudder_bus1,rudder_controller1,223,RequestService,rudder_controller1#1,,SERVICE,
969,0.969,B,notify,rudder_controller1_bus,rudder1,38,RequestService,rudder1#13,,SERVICE,
969,0.969,B,service,rudder_controller1_bus,rudder1,38,RequestService,rudder1#13,,SERVICE,,218,_valueCurrent=,30.200000000000017,valueTarget=,45.0,_speedCurrent=,1.6000000000000003,speedChange=DECELERATING,_isTerminating=false,isArrived=false
969,0.969,B,notify,rudder_bus1,rudder_controller1,224,RequestService,rudder_controller1#1,,SERVICE,
970,0.970,B,notify,rudder_controller1_bus,rudder1,39,RequestService,rudder1#13,,SERVICE,
970,0.970,B,service,rudder_controller1_bus,rudder1,39,RequestService,rudder1#13,,SERVICE,,219,_valueCurrent=,31.80000000000002,valueTarget=,45.0,_speedCurrent=,1.5000000000000002,speedChange=DECELERATING,_isTerminating=false,isArrived=false
970,0.970,B,notify,rudder_bus1,rudder_controller1,225,RequestService,rudder_controller1#1,,SERVICE,
971,0.971,B,notify,rudder_controller1_bus,rudder1,40,RequestService,rudder1#13,,SERVICE,
971,0.971,B,service,rudder_controller1_bus,rudder1,40,RequestService,rudder1#13,,SERVICE,,220,_valueCurrent=,33.30000000000002,valueTarget=,45.0,_speedCurrent=,1.4000000000000001,speedChange=DECELERATING,_isTerminating=false,isArrived=false
971,0.971,B,notify,rudder_bus1,rudder_controller1,226,RequestService,rudder_controller1#1,,SERVICE,
972,0.972,B,notify,rudder_controller1_bus,rudder1,41,RequestService,rudder1#13,,SERVICE,
972,0.972,B,service,rudder_controller1_bus,rudder1,41,RequestService,rudder1#13,,SERVICE,,221,_valueCurrent=,34.70000000000002,valueTarget=,45.0,_speedCurrent=,1.3,speedChange=DECELERATING,_isTerminating=false,isArrived=false
972,0.972,B,notify,rudder_bus1,rudder_controller1,227,RequestService,rudder_controller1#1,,SERVICE,
973,0.973,B,notify,rudder_controller1_bus,rudder1,42,RequestService,rudder1#13,,SERVICE,
973,0.973,B,service,rudder_controller1_bus,rudder1,42,RequestService,rudder1#13,,SERVICE,,222,_valueCurrent=,36.000000000000014,valueTarget=,45.0,_speedCurrent=,1.2,speedChange=DECELERATING,_isTerminating=false,isArrived=false
973,0.973,B,notify,rudder_bus1,rudder_controller1,228,RequestService,rudder_controller1#1,,SERVICE,
974,0.974,B,notify,rudder_controller1_bus,rudder1,43,RequestService,rudder1#13,,SERVICE,
974,0.974,B,service,rudder_controller1_bus,rudder1,43,RequestService,rudder1#13,,SERVICE,,223,_valueCurrent=,37.20000000000002,valueTarget=,45.0,_speedCurrent=,1.0999999999999999,speedChange=DECELERATING,_isTerminating=false,isArrived=false
974,0.974,B,notify,rudder_bus1,rudder_controller1,229,RequestService,rudder_controller1#1,,SERVICE,
975,0.975,B,notify,rudder_controller1_bus,rudder1,44,RequestService,rudder1#13,,SERVICE,
975,0.975,B,service,rudder_controller1_bus,rudder1,44,RequestService,rudder1#13,,SERVICE,,224,_valueCurrent=,38.30000000000002,valueTarget=,45.0,_speedCurrent=,0.9999999999999999,speedChange=DECELERATING,_isTerminating=false,isArrived=false
975,0.975,B,notify,rudder_bus1,rudder_controller1,230,RequestService,rudder_controller1#1,,SERVICE,
976,0.976,B,notify,rudder_controller1_bus,rudder1,45,RequestService,rudder1#13,,SERVICE,
976,0.976,B,service,rudder_controller1_bus,rudder1,45,RequestService,rudder1#13,,SERVICE,,225,_valueCurrent=,39.30000000000002,valueTarget=,45.0,_speedCurrent=,0.8999999999999999,speedChange=DECELERATING,_isTerminating=false,isArrived=false
976,0.976,B,notify,rudder_bus1,rudder_controller1,231,RequestService,rudder_controller1#1,,SERVICE,
977,0.977,B,notify,rudder_controller1_bus,rudder1,46,RequestService,rudder1#13,,SERVICE,
977,0.977,B,service,rudder_controller1_bus,rudder1,46,RequestService,rudder1#13,,SERVICE,,226,_valueCurrent=,40.20000000000002,valueTarget=,45.0,_speedCurrent=,0.7999999999999999,speedChange=DECELERATING,_isTerminating=false,isArrived=false
977,0.977,B,notify,rudder_bus1,rudder_controller1,232,RequestService,rudder_controller1#1,,SERVICE,
978,0.978,B,notify,rudder_controller1_bus,rudder1,47,RequestService,rudder1#13,,SERVICE,
978,0.978,B,service,rudder_controller1_bus,rudder1,47,RequestService,rudder1#13,,SERVICE,,227,_valueCurrent=,41.000000000000014,valueTarget=,45.0,_speedCurrent=,0.7,speedChange=DECELERATING,_isTerminating=false,isArrived=false
978,0.978,B,notify,rudder_bus1,rudder_controller1,233,RequestService,rudder_controller1#1,,SERVICE,
979,0.979,B,notify,rudder_controller1_bus,rudder1,48,RequestService,rudder1#13,,SERVICE,
979,0.979,B,service,rudder_controller1_bus,rudder1,48,RequestService,rudder1#13,,SERVICE,,228,_valueCurrent=,41.70000000000002,valueTarget=,45.0,_speedCurrent=,0.6,speedChange=DECELERATING,_isTerminating=false,isArrived=false
979,0.979,B,notify,rudder_bus1,rudder_controller1,234,RequestService,rudder_controller1#1,,SERVICE,
980,0.980,B,notify,rudder_controller1_bus,rudder1,49,RequestService,rudder1#13,,SERVICE,
980,0.980,B,service,rudder_controller1_bus,rudder1,49,RequestService,rudder1#13,,SERVICE,,229,_valueCurrent=,42.30000000000002,valueTarget=,45.0,_speedCurrent=,0.5,speedChange=DECELERATING,_isTerminating=false,isArrived=false
980,0.980,B,notify,rudder_bus1,rudder_controller1,235,RequestService,rudder_controller1#1,,SERVICE,
981,0.981,B,notify,rudder_controller1_bus,rudder1,50,RequestService,rudder1#13,,SERVICE,
981,0.981,B,service,rudder_controller1_bus,rudder1,50,RequestService,rudder1#13,,SERVICE,,230,_valueCurrent=,42.80000000000002,valueTarget=,45.0,_speedCurrent=,0.4,speedChange=DECELERATING,_isTerminating=false,isArrived=false
981,0.981,B,notify,rudder_bus1,rudder_controller1,236,RequestService,rudder_controller1#1,,SERVICE,
982,0.982,B,notify,rudder_controller1_bus,rudder1,51,RequestService,rudder1#13,,SERVICE,
982,0.982,B,service,rudder_controller1_bus,rudder1,51,RequestService,rudder1#13,,SERVICE,,231,_valueCurrent=,43.20000000000002,valueTarget=,45.0,_speedCurrent=,0.30000000000000004,speedChange=DECELERATING,_isTerminating=false,isArrived=false
982,0.982,B,notify,rudder_bus1,rudder_controller1,237,RequestService,rudder_controller1#1,,SERVICE,
983,0.983,B,notify,rudder_controller1_bus,rudder1,52,RequestService,rudder1#13,,SERVICE,
983,0.983,B,service,rudder_controller1_bus,rudder1,52,RequestService,rudder1#13,,SERVICE,,232,_valueCurrent=,43.500000000000014,valueTarget=,45.0,_speedCurrent=,0.20000000000000004,speedChange=DECELERATING,_isTerminating=false,isArrived=false
983,0.983,B,notify,rudder_bus1,rudder_controller1,238,RequestService,rudder_controller1#1,,SERVICE,
984,0.984,B,notify,rudder_controller1_bus,rudder1,53,RequestService,rudder1#13,,SERVICE,
984,0.984,B,service,rudder_controller1_bus,rudder1,53,RequestService,rudder1#13,,SERVICE,,233,_valueCurrent=,43.70000000000002,valueTarget=,45.0,_speedCurrent=,0.10000000000000003,speedChange=DECELERATING,_isTerminating=false,isArrived=false
984,0.984,B,notify,rudder_bus1,rudder_controller1,239,RequestService,rudder_controller1#1,,SERVICE,
985,0.985,B,notify,rudder_controller1_bus,rudder1,54,RequestService,rudder1#13,,SERVICE,
985,0.985,B,service,rudder_controller1_bus,rudder1,54,RequestService,rudder1#13,,SERVICE,,234,_valueCurrent=,43.80000000000002,valueTarget=,45.0,_speedCurrent=,0.1,speedChange=NONE,_isTerminating=false,isArrived=false
985,0.985,B,notify,rudder_bus1,rudder_controller1,240,RequestService,rudder_controller1#1,,SERVICE,
986,0.986,B,notify,rudder_controller1_bus,rudder1,55,RequestService,rudder1#13,,SERVICE,
986,0.986,B,service,rudder_controller1_bus,rudder1,55,RequestService,rudder1#13,,SERVICE,,235,_valueCurrent=,43.90000000000002,valueTarget=,45.0,_speedCurrent=,0.1,speedChange=NONE,_isTerminating=false,isArrived=false
986,0.986,B,notify,rudder_bus1,rudder_controller1,241,RequestService,rudder_controller1#1,,SERVICE,
987,0.987,B,notify,rudder_controller1_bus,rudder1,56,RequestService,rudder1#13,,SERVICE,
987,0.987,B,service,rudder_controller1_bus,rudder1,56,RequestService,rudder1#13,,SERVICE,,236,_valueCurrent=,44.00000000000002,valueTarget=,45.0,_speedCurrent=,0.1,speedChange=NONE,_isTerminating=false,isArrived=false
987,0.987,B,notify,rudder_bus1,rudder_controller1,242,RequestService,rudder_controller1#1,,SERVICE,
988,0.988,B,notify,rudder_controller1_bus,rudder1,57,RequestService,rudder1#13,,SERVICE,
988,0.988,B,service,rudder_controller1_bus,rudder1,57,RequestService,rudder1#13,,SERVICE,,237,_valueCurrent=,44.10000000000002,valueTarget=,45.0,_speedCurrent=,0.1,speedChange=NONE,_isTerminating=false,isArrived=false
988,0.988,B,notify,rudder_bus1,rudder_controller1,243,RequestService,rudder_controller1#1,,SERVICE,
989,0.989,B,notify,rudder_controller1_bus,rudder1,58,RequestService,rudder1#13,,SERVICE,
